time,url,method,query_string,referer,action,comments,explanation,from_str,to_str
2018-09-15 01:25:25,/get_stats,GET,"article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&num=0&owner=Drmies",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&num=0&owner=Drmies&sort=id&colorby=summarized&filter=&next=0,,,,,
2018-09-15 01:25:25,/users,GET,"",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&num=0&owner=Drmies&sort=id&colorby=summarized&filter=&next=0,,,,,
2018-09-15 01:25:25,/viz_data,GET,"article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&sort=id&next=0&num=0&filter=&owner=Drmies",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&num=0&owner=Drmies&sort=id&colorby=summarized&filter=&next=0,,,,,
2018-09-15 01:25:29,/log_data,GET,"data=open_tag_modal&did=71799&type=tag_one",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&num=0&owner=Drmies&sort=id&colorby=summarized&filter=&next=0,,,,,
2018-09-15 01:25:29,/suggested_tags,POST,"",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&num=0&owner=Drmies&sort=id&colorby=summarized&filter=&next=0,,,,,
2018-09-15 01:25:29,/tags,GET,"article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&num=0&owner=Drmies",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&num=0&owner=Drmies&sort=id&colorby=summarized&filter=&next=0,,,,,
2018-09-15 01:25:34,,,"",,tag_comment,,Add tag illustration to a comment,1,1
2018-09-15 01:25:34,/tag_comment,POST,"",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&num=0&owner=Drmies&sort=id&colorby=summarized&filter=&next=0,,,,,
2018-09-15 01:25:36,/tag_comment,POST,"",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&num=0&owner=Drmies&sort=id&colorby=summarized&filter=&next=0,,,,,
2018-09-15 01:26:35,/subtree,GET,"article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&comment_id=71799&num=0&owner=Drmies",http://wikum.org/visualization_flags?article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&num=0&owner=Drmies&sort=id&colorby=summarized&filter=&next=0,,,,,
2018-09-15 01:26:37,/users,GET,"",http://wikum.org/subtree?article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&comment_id=71799&num=0&owner=Drmies,,,,,
2018-09-15 01:26:37,/tags_and_authors,GET,"article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&num=0&owner=Drmies",http://wikum.org/subtree?article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&comment_id=71799&num=0&owner=Drmies,,,,,
2018-09-15 01:26:37,/get_stats,GET,"article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&num=0&owner=Drmies",http://wikum.org/subtree?article=https://en.wikipedia.org/wiki/Talk:Elon_Musk%27s_Tesla_Roadster%23RfC_about_the_infobox_image&comment_id=71799&num=0&owner=Drmies,,,,,
